,page,raw_data
14,Plan2Achieve,"
2020年3月13日
  ·
今天就採取行動，不要讓自己將來後悔！
54
54
2個回應
30次分享
讚好
回應
分享
2個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
李竹子
-主，冇永生。
讚好
 · 回覆 · 1年
查看另 1 則回應
"
15,Plan2Achieve,"
2020年3月13日
  ·
80秒的愛頻導-80s LoveChannel
2020年3月13日
  ·
勇敢尋夢,突破自我
來源:網絡
29
29
16次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
16,Plan2Achieve,"
2020年3月7日
  ·
人生不設限
NIUSNEWS.COM
93歲正青春！德國體操阿嬤字典裡沒有極限，高難度動作破世界紀錄 | 生活發現 | 妞新聞 niusnews
81
81
14次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
17,Plan2Achieve,"
2020年3月7日
  ·
一路書香
2020年3月7日
  ·
85
85
19次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
18,Plan2Achieve,"
2020年2月2日
  ·
80秒的愛頻導-80s LoveChannel
2020年2月1日
  ·
資料來源:加里.維納查克
52
52
5次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
19,Plan2Achieve,"
2020年3月7日
  ·
一路書香
2020年3月7日
  ·
85
85
19次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
20,Plan2Achieve,"
2020年2月2日
  ·
80秒的愛頻導-80s LoveChannel
2020年2月1日
  ·
資料來源:加里.維納查克
52
52
5次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
21,Plan2Achieve,"
2019年7月13日
  ·
永不放棄！
NEWS.MINGPAO.COM
【文憑試】聖保羅失明生獲佳績：我還有耳朵，會比其他人更用心更叻 (14:01) - 20160713 - 港聞
96
96
1 個回應
12次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Dicky Chiu
佩服
讚好
 · 回覆 · 2年
"
22,Plan2Achieve,"
2019年5月29日
  ·
沒有飛翔的勇氣，有翼亦無用
14
14
14次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
23,Plan2Achieve,"
2019年5月27日
  ·
24
24
1 次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
24,Plan2Achieve,"
2019年4月17日
  ·
《淪落人》作為新晉導演陳小娟的首部長篇作品，的確獲得了相當不錯的成績，除了在全球各大影展頻頻獲獎，更在今屆金像獎榮獲新晉導演。
陳小娟第一部長篇作品《淪落人》獲得如此好成績並不意外，但小娟未在電影界追夢前，其實是在銀行界打拚﹑高薪厚職的尖子。小娟從小到大都是高材生，會考4A4B，高考成績2A3B，畢業於中文大學環球商業系，更受聘在銀行當管理培訓生，「錢途」一片光明。不過，小娟一直有個電影夢，她的目標是當導演。結果儲夠生活費後，便毅然轉行，去修讀電影電視系碩士。
HK01.COM | 作者：香港01
【金像獎新晉導演】陳小娟父親拋妻棄女　發奮讀書安頓家庭再追夢
《淪落人》作為新晉導演陳小娟的首部長篇作品，的確獲得了相當不錯的成績，除了在全球各大影展頻頻獲獎，更在今屆金像獎榮獲新晉導演。但原來導演陳小娟現實中的身世亦很令人痛心，小時候爸爸厭棄她是女兒狠心拋妻棄...
153
153
27次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
25,Plan2Achieve,"
2019年4月15日
  ·
68歲創業不怕遲，只用一碗燉蛋贏得米芝蓮！
新聞及媒體網站
BusinessFocus
863,063人讚好這個專頁
讚好這專頁
BusinessFocus
2019年4月1日
  ·
【香港製造】68歲創業不怕遲，只用一碗燉蛋贏得米芝蓮！即Like「BusinessFocus」，深入了解全球商業投資世界！
26
26
15次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
26,Plan2Achieve,"
2019年3月24日
  ·
24
24
5次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
27,Plan2Achieve,"
2019年1月1日
  ·
祝大家在新的一年，無論拿到什麼「牌」，都能打出一手好牌...
17
17
8次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
28,Plan2Achieve,"
2019年1月1日
  ·
祝大家在新的一年，無論拿到什麼「牌」，都能打出一手好牌...
17
17
8次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
29,Plan2Achieve,"
2018年12月16日
  ·
澳洲阿德萊德（Adelaide）一名102歲的婆婆近日創下年紀最大的跳降落傘世界紀錄，她替一個關注運動神經細胞疾病（motor neuron disease）的慈善機構籌款，勇敢從1.4萬呎（4,300米）高空跳下來，證明年齡不是問題。
102歲的奧謝（Irene O'Shea）在剛過去的周日下午，在50位親友面前跳傘。今次已是奧謝第三次跳傘，她成功着陸後，稱自己沒有感到恐懼，並說道：「我感覺很『正常』，與上次沒有分別，我的搭擋和機上的年輕人都跟上次一樣。」奧謝又補充說：「上面的天空很清，天氣也很好，但真的很冷。」
奧謝在2016年慶祝100歲生日時首次跳傘，1年後她又再創下壯舉，當時成為了最年長的女跳傘員，她今次以102歲零194天打破了年紀最大的跳降傘世界紀錄。
HK.NEWS.APPLEDAILY.COM
【老而彌堅】高空逾萬呎跳傘為籌款 102歲婆婆破世界紀錄
澳洲阿德萊德（Adelaide）一名102歲的婆婆近日創下年紀最大的跳降落傘世界紀錄，她替一個關注運動神經細胞疾病（motor neuron disease）的慈善機構籌款，勇敢從1.4萬呎（4,300米）高空跳下來，證明年齡不是問題。...
40
40
11次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
30,Plan2Achieve,"
2018年11月21日
  ·
著名的「失敗者」
65
65
131次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
31,Plan2Achieve,"
2018年11月14日
  ·
今早收到一位印巴籍朋友轉發給我的一段影片，片長雖然是三分幾鐘，但帶出的訊息很有意思...
片中說印度有一間旅館，會讓那些生命走到最後一程的人入住這裡兩個禮拜，讓他們好好待在這裡，面對人生最後的時刻，但假如他們在兩個星期內仍活著，就會被要求離開旅館。
片中那位年青人因好奇並前往這裡待了兩星期，訪問了很多人，帶出一個很有意義的訊息：「Resolve all conflicts before you go 」, 這個訊息提醒了我們仍然活著的人，什麼是我們這一生更需要關注的事情。傳統上，我們認為自己來到這世界是要追求事業上的成就，財富上的豐盛，關係上的幸福，但當我們走過這一生的時候，往往可能發現，我們只是透過這些生命中相遇的人和事，進行一場漫長的療癒之旅，放下要放下的，原諒你要原諒的，完滿這一生，生命才可以綻放.....活出你的夢想
8
8
6次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
32,Plan2Achieve,"
2018年11月14日
  ·
80秒的愛頻導-80s LoveChannel
2018年11月14日
  ·
現今社會的人過於看重失敗，但其實失敗並不可怕，只要我們能在失敗中找教訓，相信大家距離成功不遠了！
35
35
6次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
33,Plan2Achieve,"
2018年11月12日
  ·
今早看見德蘭修女的一句名言：「I alone cannot change the world, but I can cast a stone across the waters to create many ripples」....感到有意思，想跟大家分享.....雖然我們平常的努力未必能改變這個世界，然而你所做的一切，已經在這個世上制造了一些「迴響」，為你的努力
，繼續加油....
70
70
1 個回應
97次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Maria S M Chan
Amen
讚好
 · 回覆 · 2年
"
34,Plan2Achieve,"
2018年11月11日
  ·
The Everley Brothers  - All I Have To Do Is Dream (1958)
Drea-ea-ea-ea-eam, dream, dream, dream
Drea-ea-ea-ea-eam, dream, dream, dream
When I want you in my arms⋯⋯ 查看更多
77
77
1 個回應
151次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Pinky Yiu
沒有任何電腦修飾的悅耳歌聲
讚好
 · 回覆 · 1年
"
35,Plan2Achieve,"
2018年11月10日
  ·
HKU SPACE Business
2018年11月10日
  ·
【堅持認真把事情做好的信念，是否過時？】
今時今日是數碼年代，很多事情我們都追求「快」！「快」！同埋「更快」！質素卻是其次？究竟堅持認真把事情做好的信念是否過時？最近看人氣旅遊節目主持人周奕瑋的訪問，見到他成功背後的努力和預備功夫都是藉得的。當有預備的人遇上機會，就有成功的可能。周奕瑋的信念 —『沮喪時不要懷疑自己』⋯⋯ 查看更多
TOPICK.HKET.COM
TOPick柴犬出動 - 由窮學生到日本旅遊節目人氣主持　《周遊東京2》周奕瑋仍進修日語　 - 香港經濟日報 - TOPick - 休閒
102
102
23次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
36,Plan2Achieve,"
2018年11月9日
  ·
尋夢路上總會遇上這些好朋友，他們總會給你學習，讓你成長，令你刻骨銘心.....而這就是人生 
28
28
76次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
37,Plan2Achieve,"
2018年11月8日
  ·
【KO 你的不是環境，而是你自己】
今早我 Coach 了一個年青人，他在即將成功之前就想 KO 自己，為什麼他會這樣做？不是他沒有堅持，而是他像這幅插圖內的人一樣，看不到事情的全部，他活在自己的「假設」之中，也可以說是活在自己的「世界」中。
他在缺乏全面資訊的情況下，就認為自己追求的目標是不設實際，然而在傾談了40 多分鐘後，他開始明白問題並不是「目標是否實際」，而是自己對「進度」有過度的期望，當他看見自己思路上的「盲點」後，現在他內心踏實了，也看見更多的可能性，繼續前進....⋯⋯ 查看更多
40
40
17次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
38,Plan2Achieve,"
2018年11月10日
  ·
HKU SPACE Business
2018年11月10日
  ·
【堅持認真把事情做好的信念，是否過時？】
今時今日是數碼年代，很多事情我們都追求「快」！「快」！同埋「更快」！質素卻是其次？究竟堅持認真把事情做好的信念是否過時？最近看人氣旅遊節目主持人周奕瑋的訪問，見到他成功背後的努力和預備功夫都是藉得的。當有預備的人遇上機會，就有成功的可能。周奕瑋的信念 —『沮喪時不要懷疑自己』⋯⋯ 查看更多
TOPICK.HKET.COM
TOPick柴犬出動 - 由窮學生到日本旅遊節目人氣主持　《周遊東京2》周奕瑋仍進修日語　 - 香港經濟日報 - TOPick - 休閒
102
102
23次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
39,Plan2Achieve,"
2018年11月9日
  ·
尋夢路上總會遇上這些好朋友，他們總會給你學習，讓你成長，令你刻骨銘心.....而這就是人生 
28
28
76次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
40,Plan2Achieve,"
2018年11月8日
  ·
【KO 你的不是環境，而是你自己】
今早我 Coach 了一個年青人，他在即將成功之前就想 KO 自己，為什麼他會這樣做？不是他沒有堅持，而是他像這幅插圖內的人一樣，看不到事情的全部，他活在自己的「假設」之中，也可以說是活在自己的「世界」中。
他在缺乏全面資訊的情況下，就認為自己追求的目標是不設實際，然而在傾談了40 多分鐘後，他開始明白問題並不是「目標是否實際」，而是自己對「進度」有過度的期望，當他看見自己思路上的「盲點」後，現在他內心踏實了，也看見更多的可能性，繼續前進....
很多時候，人生裡很多的事情真的不是我們想像中的那樣，但我們往往有很多的「執著和錯誤認知」，讓這些執著牽著鼻子走而不自知....
因此，成敗往往是一念之間，KO 你的往往不是環境，而是你自己....
下次，當你想放棄之前，找一個信任的朋友傾一傾，可能你會發現新大陸.....
40
40
17次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
41,Plan2Achieve,"
2018年11月6日
  ·
恩賢 GraceYard
2012年3月26日
  ·
一步一步, 踏上成功路!
(覺得有意思的請分享)
41
41
1 個回應
25次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Alex Fung
Winggie Fung,Ellena Fung Ellena
1
讚好
 · 回覆 · 2年
"
42,Plan2Achieve,"
2018年10月18日
  ·
一名韓裔美籍的70歲婆婆，近日參加芝加哥馬拉松比賽時以3小時27分50秒成績刷新了該組別的世界紀錄，被舊紀錄快約7分鐘！原來婆婆為了今次比賽，每周都會跑約104公里。
據《環球網》報道，婆婆Jeannie Rice 19歲時便到美國定居，34歲回韓國探親時，因為親戚太熱情，每次都會煮豐盛菜餚的關係，導致她返回美國時肥了7磅，她便決心跑步以減掉肥肉。
起初跑步，婆婆只是為了減肥，但後來她發現自己非常擅長長跑，即使沒有經常訓練，都能在比賽中取得佳績。而是次的芝加哥馬拉松比賽已經是她第116次參加馬拉松比賽。此前，她曾到過巴黎、冰島、馬德里、布拉格、中國等世界各地參與比賽。
「我已經跑了35年，跑步已是我人生的一大部分。」
TOPICK.HKET.COM
每周練跑104公里備戰馬拉松　70歲婆婆刷新世界紀錄：年齡只是數字 - 香港經濟日報 - TOPick - 健康
180
180
3個回應
34次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
黃后
姐妹們一起加油吧！讓年齡只是數字
2
讚好
 · 回覆 · 2年
2個回覆
"
43,Plan2Achieve,"
2018年10月1日
  ·
80秒的愛頻導-80s LoveChannel
2018年10月1日
  ·
＃勿讓自己留憾
15
15
3次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
44,Plan2Achieve,"
2018年9月14日
  ·
任何事都是由一個決心、一顆種子開始。開始時不會很強，要變得很強就必須先開始。
過程中的一點一滴都是最好的養分，不要小看這一點一滴的累積，力量都可以很大！
困難是必定會有的，但如果你知道自己為了什麼而承受，為了什麼而堅持，那困難又算得什麼 ?⋯⋯ 查看更多
12
12
5次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。"
45,Plan2Achieve,"
2018年9月14日
  ·
任何事都是由一個決心、一顆種子開始。開始時不會很強，要變得很強就必須先開始。
過程中的一點一滴都是最好的養分，不要小看這一點一滴的累積，力量都可以很大！
困難是必定會有的，但如果你知道自己為了什麼而承受，為了什麼而堅持，那困難又算得什麼 ?
積極自信 快樂尋夢 ACT on Your Dreams With Joy & Confidence
12
12
5次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
46,Plan2Achieve,"
2018年9月11日
  ·
金水
2018年9月9日
  ·
驚人毅力令人欽佩
// 日本女子伊藤真波曾遭遇車禍，失去了一隻手臂，但堅持游泳、拉小提琴，生活豐富多彩。//
38
38
15次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
47,Plan2Achieve,"
2018年5月26日
  ·
508
508
9個回應
1,210次分享
讚好
回應
分享
9個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Witong Tpm
雖然唔知係咪真係村上春樹講，但我認同放棄嘅心態係會令快速老化。
讚好
 · 回覆 · 1年
檢視另5則回應
"
48,Plan2Achieve,"
2018年3月26日
  ·
// 「有媽媽撐著才是最重要。」回想留院治療對抗血癌的日子，陳臻宏直言滿是煎熬，手術後連日高燒腹瀉，體重急降逾十公斤。在母親的鼓勵下，陳堅持治療，戰勝癌魔，最終完成文憑試並入讀心儀學科，今奪「青苗十大進步獎」。
另一得獎者蔡焯瑩現於龍翔官立中學就讀中二，是焦慮症的過來人。她自言，患病期間情緒經常起伏不定，學習能力大受影響，因此中途綴學。蔡憶述，一次萌生自殘念頭時，難忘母親鼓勵「條路好長，一次的挫折不等於永恆」，深感家人支持，漸學會主動與人分享心事，病情逐漸紓緩，得以復學。作為過來人，她鼓勵大眾「凡事別想得太灰，無需要下下做到100分。」 //
HD.STHEADLINE.COM
戰勝血癌暴瘦10公斤 學子堅持復課追進度獲頒進步獎
「有媽媽撐著才是最重要。」回想留院治療對抗血癌的日子，陳臻宏直言滿是煎熬，術後連日高燒腹瀉，體重急降逾十公斤。在母親的鼓勵下，陳堅持治療，戰勝癌魔，最終完成文憑試並入讀心儀學科，今奪「青苗十大進步獎」...
11
11
2次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
49,Plan2Achieve,"
2018年2月12日
  ·
搏盡無悔
17
17
4次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
50,Plan2Achieve,"
2018年2月11日
  ·
24
24
9次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
51,Plan2Achieve,"
2018年2月2日
  ·
65
65
2個回應
15次分享
讚好
回應
分享
2個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
李永健
那麼，很多人似乎其實不是在生活⋯⋯
讚好
 · 回覆 · 3年
你選擇了「最相關」，因此系統可能已過濾掉部分回應。
"
52,Plan2Achieve,"
2018年1月22日
  ·
尋夢永遠不會遲！
THESTANDNEWS.COM
45 歲的抉擇 | 蔡東豪 | 立場新聞
你今年四十五歲，靠着學歷，以及二十年工作經驗，站穩現在的位置。你沒多想將來，太忙，日常已經太多...
76
76
20次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
53,Plan2Achieve,"
2018年1月18日
  ·
網友瘋傳的哲學課！教你越活越快樂！
441
441
29個回應
1,180次分享
讚好
回應
分享
29個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Mel Ho
Yau Mo Yuememe
讚好
 · 回覆 · 1年
1個回覆
檢視另6則回應"
54,Plan2Achieve,"
2018年1月22日
  ·
尋夢永遠不會遲！
THESTANDNEWS.COM
45 歲的抉擇 | 蔡東豪 | 立場新聞
你今年四十五歲，靠着學歷，以及二十年工作經驗，站穩現在的位置。你沒多想將來，太忙，日常已經太多...
76
76
20次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
55,Plan2Achieve,"
2018年1月18日
  ·
網友瘋傳的哲學課！教你越活越快樂！
441
441
29個回應
1,180次分享
讚好
回應
分享
29個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Mel Ho
Yau Mo Yuememe
1
讚好
 · 回覆 · 1年
1個回覆
檢視另6則回應
"
56,Plan2Achieve,"
2018年1月1日
  ·
17
17
6次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
57,Plan2Achieve,"
2017年12月10日
  ·
很震撼、療癒、勵志的歌聲！不自覺留下眼淚
135
135
3個回應
183次分享
讚好
回應
分享
3個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Wong Yping
唱得非常非常好。
讚好
 · 回覆 · 1年
查看另 1 則回應
"
58,Plan2Achieve,"
2017年11月25日
  ·
一位89歲快樂搞笑創意無窮的攝影師 - 西本 喜美子
345
345
13個回應
227次分享
讚好
回應
分享
13個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
Imuy Uy
Una Wong 哩個婆婆好QQ
讚好
 · 回覆 · 3年
1個回覆
查看另 1 則回應
"
59,Plan2Achieve,"
2017年10月17日
  ·
【逆流學校】當狀元全都想做醫生時，位於屯門的鄉師自然學校（下稱自校），卻致力培養農夫、工匠或舞蹈家等另類人才。教了18年書，月入僅得18,000元的前校長海星表示，所有老師甘願減薪創校，為的是向學生展示，不跟一般主流價值生存，亦能活得愜意。這位老師說：「這就是身教。」
記者：鄧玉燕　攝影︰楊觀賜王俊龍
自校裡，沒有手機、遊戲機；午餐吃多少、拿多少，自己洗碗；就連學校工作紙，都用家長捐出來的單面紙。這般特別的生活規則，由師生共同商議決定。海星希望，學生明白必需品與欲望之間的分別，所以他們選擇簡樸生活，以教導學生追求真正的快樂，而非一味追逐金錢，破壞環境。
自校也在努力改善老師薪酬。八年前，海星與知秋、白鷺等老師創校時，人工僅一萬，難以養家。幸得善長支持，後來特別捐款予老師加人工，如今年資五年以上的資深老師，月薪有萬八元。而校長職位則實行輪任制，工資只比資深老師多一千元，相比起一般小學，其報酬少了逾三萬元。
但海星說，為了理想，他們甘之如飴，「我哋唔想見到細路仔受苦，當政府同埋其他辦學團體都唔做，只好由我哋開始，否則我唔甘心。」香港僅兩成人考到資助大學，其餘被標籤為成績差的學生，容易放棄自己。「主流教育令佢哋冇晒自信，覺得自己會失敗，就對學習失去興趣。」
所以這裡崇尚自主學習，從不催谷學生。海星認為，當學生對一件事感興趣，例如物理學，若他知道大學是唯一學習途徑，就會努力讀書。他自爆當年為升讀物理系，重考三次大學，「一年唔得、兩年、甚至三年，細路仔想做，就一定事成，只不過花多啲時間。」但不讀大學也行，他有個學生夢想創作自家傢俱品牌，便四處遊歷觀察各國藝術創作，旅費自己解決。
另一位老師咖啡豆，大學讀傳理，畢業後選擇來自校教書，四年多年資，月薪約萬六元。她形容，自校充滿生命力，「我可以大膽設計課程，例如帶兩個畢業生去台灣踩單車。」而且這裡人人平等，校工都能就學校議題發聲，共同管理學校。即使是被坊間標籤為「曳」的學生，或者有特殊需要的學生，「都可以有一個選擇，找到自己的興趣，建立信心。」
HK.APPLE.NEXTMEDIA.COM
大減三萬人工　逆流老師教追夢
【逆流學校】當狀元全都想做醫生時，位於屯門的鄉師自然學校（下稱自校），卻致力培養農夫、工匠或舞蹈家等...
130
130
34次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
60,Plan2Achieve,"
2017年10月12日
  ·
恭喜明哥 
// 「深水埗明哥」陳灼明派飯給基層做善事出晒名，獲得很多市民支持，還成立了社企「北河同行」，與更多有心人一起派飯，擴大受惠的人數。今日他獲嶺南大學頒發榮譽院士，平日見他衣着隨意，穿起西裝打呔的明哥相當醒神，家人都一同到場與他分享喜悅。//
IMONEY.HKET.COM | 作者：IMONEY 智富雜誌
深水埗明哥獲頒榮譽院士
「深水埗明哥」陳灼明派飯給基層做善事出晒名，獲得很多市民支持，還成立了社企「北河同行」，與更多有心人一起派飯，擴大受惠的
339
339
24次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
61,Plan2Achieve,"
2017年9月25日
  ·
230
230
549次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
62,Plan2Achieve,"
2017年9月17日
  ·
32
32
6次分享
讚好
回應
分享
0個回應
⁠
回應……
請按 Enter 鍵發佈。
"
63,Plan2Achieve,"
2017年9月8日
  ·
206
206
194次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。"
64,Plan2Achieve,"
2017年9月8日
  ·
206
206
194次分享
讚好
回應
分享
1 個回應
最相關
⁠
回應……
請按 Enter 鍵發佈。
"
